country_name,country_code,year,trans_rank,net_migration,life_expectancy
Virgin Islands (U.S.),VIR,2011,NA,-3604,79.37317073
West Bank and Gaza,PSE,2011,NA,-43750,72.38539024
World,WLD,2011,NA,0,70.76468405
Yemen  Rep.,YEM,2011,NA,-50000,63.05353659
Zambia,ZMB,2011,NA,-34490,57.42219512
Zimbabwe,ZWE,2011,NA,-219922,51.60036585
Afghanistan,AFG,2012,57,473007,59.67960976
Albania,ALB,2012,76,-91750,77.44397561
Algeria,DZA,2012,73,-143268,74.32409756
Angola,AGO,2012,49,102322,51.464
Antigua and Barbuda,ATG,2012,75,-56,75.62180488
Arab World,ARB,2012,69,-1168750,70.15865972
Argentina,ARG,2012,75,30000,75.8162439
Armenia,ARM,2012,74,-9876,74.45209756
Aruba,ABW,2012,74,1253,75.2057561
Australia,AUS,2012,81,1023107,82.04634146
Austria,AUT,2012,80,147089,80.93658537
Azerbaijan,AZE,2012,69,-16125,70.62395122
Bahamas  The,BHS,2012,74,9672,74.91446341
Bahrain,BHR,2012,76,29915,76.40763415
Bangladesh,BGD,2012,68,-2226481,70.86026829
Barbados,BRB,2012,74,2180,75.17102439
Belarus,BLR,2012,69,120535,71.96585366
Belgium,BEL,2012,79,269998,80.38536585
Belize,BLZ,2012,69,7594,69.90514634
Benin,BEN,2012,57,-10000,59.12197561
Bhutan,BTN,2012,66,10000,68.72290244
Bolivia,BOL,2012,64,-61794,67.44546341
Bosnia and Herzegovina,BIH,2012,75,-2506,76.12017073
Botswana,BWA,2012,57,20000,64.22273171
Brazil,BRA,2012,72,15924,73.83958537
Brunei Darussalam,BRN,2012,76,2102,78.25258537
Bulgaria,BGR,2012,73,-50000,74.31463415
Burkina Faso,BFA,2012,54,-125000,57.87931707
Burundi,BDI,2012,53,40000,55.78929268
Cabo Verde,CPV,2012,72,-11052,72.82821951
Cambodia,KHM,2012,64,-149999,67.32887805
Cameroon,CMR,2012,52,-60000,54.5875122
Canada,CAN,2012,80,1175863,81.56243902
Caribbean small states,CSS,2012,71,-124122,72.54548474
Central African Republic,CAF,2012,45,10000,49.10529268
Central Europe and the Baltics,CEB,2012,74,-770310,75.9934886
Chad,TCD,2012,48,100000,50.78139024
Channel Islands,CHI,2012,79,3654,80.31865854
Chile,CHL,2012,79,201289,80.89485366
China,CHN,2012,74,-1800000,75.39292683
Colombia,COL,2012,72,-144998,73.63078049
Comoros,COM,2012,60,-10000,62.58297561
Congo  Dem. Rep.,COD,2012,54,-95920,57.85407317
Congo  Rep.,COG,2012,55,-60000,60.92390244
Costa Rica,CRI,2012,78,19658,79.05353659
Cote d'Ivoire,CIV,2012,48,50000,50.86334146
Croatia,HRV,2012,76,-20000,76.92439024
Cuba,CUB,2012,78,-79999,79.14160976
Curacao,CUW,2012,75,5710,
Cyprus,CYP,2012,79,35000,79.76226829
Czech Republic,CZE,2012,77,29999,78.07560976
Denmark,DNK,2012,78,96839,80.05121951
Djibouti,DJI,2012,58,-15996,61.29597561
Dominican Republic,DOM,2012,72,-153010,73.13531707
East Asia & Pacific (all income levels),EAS,2012,73,-1457489,74.55052169
East Asia & Pacific (developing only),EAP,2012,72,-3728059,73.6222531
Ecuador,ECU,2012,74,-38001,75.433
Egypt  Arab Rep.,EGY,2012,70,-215681,70.72914634
El Salvador,SLV,2012,70,-240415,72.23185366
Equatorial Guinea,GNQ,2012,54,20000,56.89026829
Eritrea,ERI,2012,59,-160001,62.64497561
Estonia,EST,2012,73,-11850,76.32682927
Ethiopia,ETH,2012,57,-60001,62.79353659
Euro area,EMU,2012,80,1575613,81.31221587
Europe & Central Asia (all income levels),ECS,2012,75,5547385,76.55972526
Europe & Central Asia (developing only),ECA,2012,70,1003278,72.17216176
European Union,EUU,2012,79,2324066,80.30779516
Fiji,FJI,2012,69,-28720,69.74321951
Finland,FIN,2012,79,107409,80.62682927
Fragile and conflict affected situations,FCS,2012,59,-4055505,61.19468746
France,FRA,2012,81,331555,81.96829268
French Polynesia,PYF,2012,75,-500,76.12702439
Gabon,GAB,2012,60,5000,63.28073171
Gambia  The,GMB,2012,58,-13476,59.77814634
Georgia,GEO,2012,73,-296323,74.35270732
Germany,DEU,2012,79,1249998,80.89268293
Ghana,GHA,2012,59,-49999,60.97702439
Greece,GRC,2012,79,-136299,80.63414634
Grenada,GRD,2012,72,-4274,73.00226829
Guam,GUM,2012,77,0,78.6175122
Guatemala,GTM,2012,70,-120001,71.24939024
Guinea,GIN,2012,53,-10000,57.63763415
Guinea-Bissau,GNB,2012,53,-10000,54.5035122
Guyana,GUY,2012,66,-27278,66.21726829
Haiti,HTI,2012,60,-150000,62.03339024
Heavily indebted poor countries (HIPC),HPC,2012,56,-2672487,59.79812482
High income,HIC,2012,77,16458326,78.93258483
High income: nonOECD,NOC,2012,71,4722878,73.63877092
High income: OECD,OEC,2012,79,11735448,80.54593588
Honduras,HND,2012,72,-80000,72.75502439
Hong Kong SAR  China,HKG,2012,82,150000,83.4804878
Hungary,HUN,2012,73,29999,75.06341463
Iceland,ISL,2012,81,-378,82.91707317
India,IND,2012,65,-2598218,67.28987805
Indonesia,IDN,2012,67,-700000,68.51956098
Iran  Islamic Rep.,IRN,2012,72,-300001,74.79934146
Iraq,IRQ,2012,68,548666,68.94973171
Ireland,IRL,2012,79,-140001,80.89512195
Israel,ISR,2012,81,19497,81.70487805
Italy,ITA,2012,81,528269,82.23902439
Jamaica,JAM,2012,74,-97000,75.29982927
Japan,JPN,2012,82,350000,83.09609756
Jordan,JOR,2012,73,229617,73.74641463
Kazakhstan,KAZ,2012,66,159807,69.61
Kenya,KEN,2012,55,-50000,60.27278049
Kiribati,KIR,2012,65,-2130,65.59607317
Korea  Dem. PeopleÕs Rep.,PRK,2012,68,0,69.49419512
Korea  Rep.,KOR,2012,79,300000,81.21341463
Kuwait,KWT,2012,74,517500,74.35185366
Kyrgyz Republic,KGZ,2012,68,-113963,70.00243902
Lao PDR,LAO,2012,62,-117700,65.2485122
Latin America & Caribbean (all income levels),LCN,2012,73,-2081948,74.48755315
Latin America & Caribbean (developing only),LAC,2012,73,-2120734,74.15740609
Latvia,LVA,2012,71,-73442,73.77804878
Least developed countries: UN classification,LDC,2012,59,-4741314,62.33010211
Lebanon,LBN,2012,77,1250000,78.90846341
Lesotho,LSO,2012,44,-19998,48.836
Liberia,LBR,2012,56,-20000,60.20436585
Libya,LBY,2012,72,-501692,71.64956098
Lithuania,LTU,2012,71,-169529,73.86341463
Low & middle income,LMY,2012,67,-16449428,69.08370817
Low income,LIC,2012,56,-1165621,60.25992568
Lower middle income,LMC,2012,65,-16002393,66.66334194
Luxembourg,LUX,2012,79,48704,81.39268293
Macao SAR  China,MAC,2012,79,35000,80.12317073
Macedonia  FYR,MKD,2012,74,-4999,75.03126829
Madagascar,MDG,2012,62,-5000,64.24665854
Malawi,MWI,2012,50,-30000,60.05029268
Malaysia,MYS,2012,74,450000,74.42331707
Maldives,MDV,2012,75,-53,76.46234146
Mali,MLI,2012,53,-302449,57.095
Malta,MLT,2012,79,6252,80.74634146
Mauritania,MRT,2012,61,-20000,62.56017073
Mauritius,MUS,2012,72,0,73.86341463
Mexico,MEX,2012,75,-523585,76.35409756
Micronesia  Fed. Sts.,FSM,2012,68,-8192,68.85070732
Middle East & North Africa (all income levels),MEA,2012,71,-213002,72.43953027
Middle East & North Africa (developing only),MNA,2012,71,-3615666,71.8508616
Middle income,MIC,2012,68,-15283807,70.10007325
Moldova,MDA,2012,68,-9529,70.7724878
Mongolia,MNG,2012,66,-15001,68.6135122
Montenegro,MNE,2012,74,-2412,75.70507317
Morocco,MAR,2012,71,-310624,73.36465854
Mozambique,MOZ,2012,51,-25000,54.21212195
Myanmar,MMR,2012,64,-474278,65.42778049
Namibia,NAM,2012,57,-1371,63.88114634
Nepal,NPL,2012,66,-372369,68.82331707
Netherlands,NLD,2012,80,110006,81.10487805
New Caledonia,NCL,2012,76,5660,77.12195122
New Zealand,NZL,2012,80,7265,81.15609756
Nicaragua,NIC,2012,72,-135000,74.21246341
Niger,NER,2012,55,-28497,60.07253659
Nigeria,NGA,2012,49,-300000,52.105
North America,NAC,2012,78,6183750,79.02296343
Norway,NOR,2012,80,235665,81.45121951
OECD members,OED,2012,79,13211866,79.78946045
Oman,OMN,2012,75,1211000,76.58956098
Other small states,OSS,2012,58,-92512,61.7378002
Pacific island small states,PSS,2012,68,-71075,69.53548143
Pakistan,PAK,2012,64,-1081918,65.71687805
Panama,PAN,2012,76,28105,77.23704878
Papua New Guinea,PNG,2012,61,0,62.29990244
Paraguay,PRY,2012,71,-86700,72.654
Peru,PER,2012,73,-240000,74.05765854
Philippines,PHL,2012,67,-700000,68.00707317
Poland,POL,2012,75,-73809,76.74634146
Portugal,PRT,2012,78,-140000,80.37317073
Puerto Rico,PRI,2012,78,-103537,78.92541463
Qatar,QAT,2012,77,363500,78.22765854
Romania,ROU,2012,72,-437201,74.41219512
Russian Federation,RUS,2012,67,1117884,70.36585366
Rwanda,RWA,2012,56,-75001,62.79936585
Samoa,WSM,2012,71,-12690,72.98004878
Sao Tome and Principe,STP,2012,65,-5599,66.13390244
Saudi Arabia,SAU,2012,73,850000,74.01602439
Senegal,SEN,2012,61,-99996,65.31887805
Serbia,SRB,2012,73,-99999,74.83658537
Seychelles,SYC,2012,72,-1551,74.22682927
Sierra Leone,SLE,2012,45,-21000,49.74909756
Singapore,SGP,2012,80,397936,81.99512195
Slovak Republic,SVK,2012,74,1199,76.1097561
Slovenia,SVN,2012,78,4324,80.12439024
Small states,SST,2012,62,-287709,64.84853809
Solomon Islands,SLB,2012,66,-11868,67.50658537
Somalia,SOM,2012,53,-400000,54.6902439
South Africa,ZAF,2012,52,600000,56.09831707
South Asia,SAS,2012,65,-6280804,67.43538543
South Sudan,SSD,2012,52,865000,54.727
Spain,ESP,2012,81,-593069,82.42682927
Sri Lanka,LKA,2012,74,-484772,74.5312439
St. Lucia,LCA,2012,73,40,74.77763415
St. Vincent and the Grenadines,VCT,2012,71,-5000,72.67185366
Sub-Saharan Africa (all income levels),SSF,2012,53,-1688994,57.54621094
Sub-Saharan Africa (developing only),SSA,2012,53,-1707443,57.54516382
Sudan,SDN,2012,60,-800000,62.83219512
Suriname,SUR,2012,69,-5000,70.80631707
Swaziland,SWZ,2012,46,-6000,48.85063415
Sweden,SWE,2012,81,272626,81.70487805
Switzerland,CHE,2012,81,382267,82.69756098
Syrian Arab Republic,SYR,2012,74,-4029996,70.78590244
Tajikistan,TJK,2012,67,-117382,69.16697561
Tanzania,TZA,2012,57,-199999,63.52090244
Thailand,THA,2012,73,100000,74.07190244
Timor-Leste,TLS,2012,65,-50004,67.80014634
Togo,TGO,2012,55,-9994,58.55385366
Tonga,TON,2012,72,-8078,72.488
Trinidad and Tobago,TTO,2012,69,-5000,70.15139024
Tunisia,TUN,2012,74,-32941,73.99512195
Turkey,TUR,2012,73,2000003,74.63680488
Turkmenistan,TKM,2012,65,-25001,65.31158537
Uganda,UGA,2012,53,-150000,57.10019512
Ukraine,UKR,2012,68,195000,70.94414634
United Arab Emirates,ARE,2012,76,405000,77.02414634
United Kingdom,GBR,2012,79,900000,80.90487805
United States,USA,2012,78,5007887,78.74146341
Upper middle income,UMC,2012,73,718586,74.23140797
Uruguay,URY,2012,76,-30000,76.68839024
Uzbekistan,UZB,2012,67,-195001,68.10197561
Vanuatu,VUT,2012,70,603,71.40817073
Venezuela  RB,VEN,2012,73,-69121,73.92573171
Vietnam,VNM,2012,74,-200002,75.31939024
Virgin Islands (U.S.),VIR,2012,79,-3604,79.47317073
West Bank and Gaza,PSE,2012,72,-43750,72.55885366
World,WLD,2012,69,0,71.00381752
Yemen  Rep.,YEM,2012,62,-50000,63.32729268
Zambia,ZMB,2012,51,-34490,58.36331707
Zimbabwe,ZWE,2012,43,-219922,53.64307317
Afghanistan,AFG,2013,57,473007,60.02826829
Albania,ALB,2013,76,-91750,77.64046341
Algeria,DZA,2013,73,-143268,74.56895122
Angola,AGO,2013,49,102322,51.86617073
Antigua and Barbuda,ATG,2013,75,-56,75.77865854
Arab World,ARB,2013,69,-1168750,70.34487572
Argentina,ARG,2013,75,30000,75.98609756
Armenia,ARM,2013,74,-9876,74.56136585
Aruba,ABW,2013,74,1253,75.32865854
Australia,AUS,2013,81,1023107,82.14878049
Austria,AUT,2013,80,147089,81.13658537
Azerbaijan,AZE,2013,69,-16125,70.69058537
Bahamas  The,BHS,2013,74,9672,75.07353659
Bahrain,BHR,2013,76,29915,76.54595122
Bangladesh,BGD,2013,68,-2226481,71.2452439
Barbados,BRB,2013,74,2180,75.33395122
Belarus,BLR,2013,69,120535,72.47073171
Belgium,BEL,2013,79,269998,80.58780488
Belize,BLZ,2013,69,7594,69.98204878
Benin,BEN,2013,57,-10000,59.31202439
Bhutan,BTN,2013,66,10000,69.10292683
Bolivia,BOL,2013,64,-61794,67.91343902
Bosnia and Herzegovina,BIH,2013,75,-2506,76.27692683
Botswana,BWA,2013,57,20000,64.36080488
Brazil,BRA,2013,72,15924,74.12243902
Brunei Darussalam,BRN,2013,76,2102,78.54665854
Bulgaria,BGR,2013,73,-50000,74.86097561
Burkina Faso,BFA,2013,54,-125000,58.24063415
Burundi,BDI,2013,53,40000,56.25160976
Cabo Verde,CPV,2013,72,-11052,72.97236585
Cambodia,KHM,2013,64,-149999,67.77204878
Cameroon,CMR,2013,52,-60000,55.04180488
Canada,CAN,2013,80,1175863,81.76504878
Caribbean small states,CSS,2013,71,-124122,72.70227286
Central African Republic,CAF,2013,45,10000,49.87987805
Central Europe and the Baltics,CEB,2013,74,-770310,76.35516299
Chad,TCD,2013,48,100000,51.1914878
Channel Islands,CHI,2013,79,3654,80.46282927
Chile,CHL,2013,79,201289,81.19792683
China,CHN,2013,74,-1800000,75.58514634
Colombia,COL,2013,72,-144998,73.80973171
Comoros,COM,2013,60,-10000,62.93217073
Congo  Dem. Rep.,COD,2013,54,-95920,58.27192683
Congo  Rep.,COG,2013,55,-60000,61.66639024
Costa Rica,CRI,2013,78,19658,79.22521951
Cote d'Ivoire,CIV,2013,48,50000,51.20846341
Croatia,HRV,2013,76,-20000,77.12682927
Cuba,CUB,2013,78,-79999,79.25639024
Curacao,CUW,2013,75,5710,
Cyprus,CYP,2013,79,35000,79.94978049
Czech Republic,CZE,2013,77,29999,78.17560976
Denmark,DNK,2013,78,96839,80.3
Djibouti,DJI,2013,58,-15996,61.68646341
Dominican Republic,DOM,2013,72,-153010,73.31990244
East Asia & Pacific (all income levels),EAS,2013,73,-1457489,74.7385974
East Asia & Pacific (developing only),EAP,2013,72,-3728059,73.80252571
Ecuador,ECU,2013,74,-38001,75.6485122
Egypt  Arab Rep.,EGY,2013,70,-215681,70.92578049
El Salvador,SLV,2013,70,-240415,72.49814634
Equatorial Guinea,GNQ,2013,54,20000,57.29082927
Eritrea,ERI,2013,59,-160001,63.17787805
Estonia,EST,2013,73,-11850,77.14146341
Ethiopia,ETH,2013,57,-60001,63.44219512
Euro area,EMU,2013,80,1575613,81.59396283
Europe & Central Asia (all income levels),ECS,2013,75,5547385,76.79149143
Europe & Central Asia (developing only),ECA,2013,70,1003278,72.4729265
European Union,EUU,2013,79,2324066,80.58938413
Fiji,FJI,2013,69,-28720,69.91792683
Finland,FIN,2013,79,107409,80.97560976
Fragile and conflict affected situations,FCS,2013,59,-4055505,61.52900166
France,FRA,2013,81,331555,82.2195122
French Polynesia,PYF,2013,75,-500,76.33407317
Gabon,GAB,2013,60,5000,63.84358537
Gambia  The,GMB,2013,58,-13476,59.99926829
Georgia,GEO,2013,73,-296323,74.51390244
Germany,DEU,2013,79,1249998,80.84390244
Ghana,GHA,2013,59,-49999,61.14207317
Greece,GRC,2013,79,-136299,81.28536585
Grenada,GRD,2013,72,-4274,73.19356098
Guam,GUM,2013,77,0,78.8725122
Guatemala,GTM,2013,70,-120001,71.48639024
Guinea,GIN,2013,53,-10000,58.2164878
Guinea-Bissau,GNB,2013,53,-10000,54.83841463
Guyana,GUY,2013,66,-27278,66.31002439
Haiti,HTI,2013,60,-150000,62.40114634
Heavily indebted poor countries (HIPC),HPC,2013,56,-2672487,60.31082568
High income,HIC,2013,77,16458326,79.12147301
High income: nonOECD,NOC,2013,71,4722878,73.76142471
High income: OECD,OEC,2013,79,11735448,80.75815452
Honduras,HND,2013,72,-80000,72.94285366
Hong Kong SAR  China,HKG,2013,82,150000,83.83170732
Hungary,HUN,2013,73,29999,75.56585366
Iceland,ISL,2013,81,-378,82.06097561
India,IND,2013,65,-2598218,67.66041463
Indonesia,IDN,2013,67,-700000,68.70460976
Iran  Islamic Rep.,IRN,2013,72,-300001,75.12597561
Iraq,IRQ,2013,68,548666,69.1834878
Ireland,IRL,2013,79,-140001,81
Israel,ISR,2013,81,19497,82.05609756
Italy,ITA,2013,81,528269,82.6902439
Jamaica,JAM,2013,74,-97000,75.4882439
Japan,JPN,2013,82,350000,83.33195122
Jordan,JOR,2013,73,229617,73.9
Kazakhstan,KAZ,2013,66,159807,70.45
Kenya,KEN,2013,55,-50000,60.95378049
Kiribati,KIR,2013,65,-2130,65.76658537
Korea  Dem. PeopleÕs Rep.,PRK,2013,68,0,69.79195122
Korea  Rep.,KOR,2013,79,300000,81.70512195
Kuwait,KWT,2013,74,517500,74.46968293
Kyrgyz Republic,KGZ,2013,68,-113963,70.20243902
Lao PDR,LAO,2013,62,-117700,65.6872439
Latin America & Caribbean (all income levels),LCN,2013,73,-2081948,74.71365993
Latin America & Caribbean (developing only),LAC,2013,73,-2120734,74.39183258
Latvia,LVA,2013,71,-73442,73.98292683
Least developed countries: UN classification,LDC,2013,59,-4741314,62.77538373
Lebanon,LBN,2013,77,1250000,79.13370732
Lesotho,LSO,2013,44,-19998,49.33146341
Liberia,LBR,2013,56,-20000,60.52039024
Libya,LBY,2013,72,-501692,71.65768293
Lithuania,LTU,2013,71,-169529,73.91463415
Low & middle income,LMY,2013,67,-16449428,69.34551442
Low income,LIC,2013,56,-1165621,60.81279522
Lower middle income,LMC,2013,65,-16002393,66.95372466
Luxembourg,LUX,2013,79,48704,81.8
Macao SAR  China,MAC,2013,79,35000,80.33914634
Macedonia  FYR,MKD,2013,74,-4999,75.18704878
Madagascar,MDG,2013,62,-5000,64.67390244
Malawi,MWI,2013,50,-30000,61.466
Malaysia,MYS,2013,74,450000,74.5675122
Maldives,MDV,2013,75,-53,76.60260976
Mali,MLI,2013,53,-302449,57.53519512
Malta,MLT,2013,79,6252,81.74634146
Mauritania,MRT,2013,61,-20000,62.80270732
Mauritius,MUS,2013,72,0,74.01707317
Mexico,MEX,2013,75,-523585,76.53265854
Micronesia  Fed. Sts.,FSM,2013,68,-8192,68.97339024
Middle East & North Africa (all income levels),MEA,2013,71,-213002,72.63315767
Middle East & North Africa (developing only),MNA,2013,71,-3615666,72.03949193
Middle income,MIC,2013,68,-15283807,70.34337768
Moldova,MDA,2013,68,-9529,71.17204878
Mongolia,MNG,2013,66,-15001,69.06180488
Montenegro,MNE,2013,74,-2412,75.97019512
Morocco,MAR,2013,71,-310624,73.70904878
Mozambique,MOZ,2013,51,-25000,54.6415122
Myanmar,MMR,2013,64,-474278,65.65409756
Namibia,NAM,2013,57,-1371,64.34387805
Nepal,NPL,2013,66,-372369,69.222
Netherlands,NLD,2013,80,110006,81.30487805
New Caledonia,NCL,2013,76,5660,77.32195122
New Zealand,NZL,2013,80,7265,81.40731707
Nicaragua,NIC,2013,72,-135000,74.5147561
Niger,NER,2013,55,-28497,60.82814634
Nigeria,NGA,2013,49,-300000,52.44214634
North America,NAC,2013,78,6183750,79.13400633
Norway,NOR,2013,80,235665,81.75121951
OECD members,OED,2013,79,13211866,79.99726467
Oman,OMN,2013,75,1211000,76.84104878
Other small states,OSS,2013,58,-92512,62.03228291
Pacific island small states,PSS,2013,68,-71075,69.72836332
Pakistan,PAK,2013,64,-1081918,65.96368293
Panama,PAN,2013,76,28105,77.41921951
Papua New Guinea,PNG,2013,61,0,62.44917073
Paraguay,PRY,2013,71,-86700,72.79917073
Peru,PER,2013,73,-240000,74.28385366
Philippines,PHL,2013,67,-700000,68.13156098
Poland,POL,2013,75,-73809,77
Portugal,PRT,2013,78,-140000,80.72195122
Puerto Rico,PRI,2013,78,-103537,79.15943902
Qatar,QAT,2013,77,363500,78.4184878
Romania,ROU,2013,72,-437201,75.06341463
Russian Federation,RUS,2013,67,1117884,70.36585366
Rwanda,RWA,2013,56,-75001,63.39482927
Samoa,WSM,2013,71,-12690,73.25039024
Sao Tome and Principe,STP,2013,65,-5599,66.2595122
Saudi Arabia,SAU,2013,73,850000,74.17763415
Senegal,SEN,2013,61,-99996,65.8787561
Serbia,SRB,2013,73,-99999,75.18536585
Seychelles,SYC,2013,72,-1551,73.1195122
Sierra Leone,SLE,2013,45,-21000,50.36312195
Singapore,SGP,2013,80,397936,82.24634146
Slovak Republic,SVK,2013,74,1199,76.41219512
Slovenia,SVN,2013,78,4324,80.32195122
Small states,SST,2013,62,-287709,65.07560905
Solomon Islands,SLB,2013,66,-11868,67.71892683
Somalia,SOM,2013,53,-400000,55.02302439
South Africa,ZAF,2013,52,600000,56.73658537
South Asia,SAS,2013,65,-6280804,67.7862975
South Sudan,SSD,2013,52,865000,55.22090244
Spain,ESP,2013,81,-593069,83.07804878
Sri Lanka,LKA,2013,74,-484772,74.65382927
St. Lucia,LCA,2013,73,40,74.91270732
St. Vincent and the Grenadines,VCT,2013,71,-5000,72.81087805
Sub-Saharan Africa (all income levels),SSF,2013,53,-1688994,58.07660953
Sub-Saharan Africa (developing only),SSA,2013,53,-1707443,58.0758432
Sudan,SDN,2013,60,-800000,63.16704878
Suriname,SUR,2013,69,-5000,70.99
Swaziland,SWZ,2013,46,-6000,48.93792683
Sweden,SWE,2013,81,272626,81.95609756
Switzerland,CHE,2013,81,382267,82.79756098
Syrian Arab Republic,SYR,2013,74,-4029996,70.30153659
Tajikistan,TJK,2013,67,-117382,69.40017073
Tanzania,TZA,2013,57,-199999,64.29182927
Thailand,THA,2013,73,100000,74.24692683
Timor-Leste,TLS,2013,65,-50004,68.02090244
Togo,TGO,2013,55,-9994,59.13236585
Tonga,TON,2013,72,-8078,72.64034146
Trinidad and Tobago,TTO,2013,69,-5000,70.30529268
Tunisia,TUN,2013,74,-32941,74.04390244
Turkey,TUR,2013,73,2000003,74.90070732
Turkmenistan,TKM,2013,65,-25001,65.45656098
Uganda,UGA,2013,53,-150000,57.76768293
Ukraine,UKR,2013,68,195000,71.1595122
United Arab Emirates,ARE,2013,76,405000,77.19563415
United Kingdom,GBR,2013,79,900000,81.00487805
United States,USA,2013,78,5007887,78.84146341
Upper middle income,UMC,2013,73,718586,74.44762351
Uruguay,URY,2013,76,-30000,76.83619512
Uzbekistan,UZB,2013,67,-195001,68.222
Vanuatu,VUT,2013,70,603,71.6692439
Venezuela  RB,VEN,2013,73,-69121,74.07441463
Vietnam,VNM,2013,74,-200002,75.477
Virgin Islands (U.S.),VIR,2013,79,-3604,79.62439024
West Bank and Gaza,PSE,2013,72,-43750,72.7322439
World,WLD,2013,69,0,71.24132715
Yemen  Rep.,YEM,2013,62,-50000,63.5835122
Zambia,ZMB,2013,51,-34490,59.23736585
Zimbabwe,ZWE,2013,43,-219922,55.633
Afghanistan,AFG,2014,57,473007,60.37446341
Albania,ALB,2014,76,-91750,77.83046341
Algeria,DZA,2014,72,-143268,74.80809756
Angola,AGO,2014,49,102322,52.26687805
Antigua and Barbuda,ATG,2014,74,-56,75.93763415
Arab World,ARB,2014,69,-1168750,70.53326931
Argentina,ARG,2014,75,30000,76.15860976
Armenia,ARM,2014,73,-9876,74.67570732
Aruba,ABW,2014,74,1253,75.45109756
Australia,AUS,2014,81,1023107,82.25121951
Austria,AUT,2014,79,147089,81.33658537
Azerbaijan,AZE,2014,69,-16125,70.76321951
Bahamas  The,BHS,2014,74,9672,75.23365854
Bahrain,BHR,2014,75,29915,76.68326829
Bangladesh,BGD,2014,68,-2226481,71.62590244
Barbados,BRB,2014,74,2180,75.49641463
Belarus,BLR,2014,69,120535,72.97560976
Belgium,BEL,2014,79,269998,80.58780488
Belize,BLZ,2014,69,7594,70.07743902
Benin,BEN,2014,57,-10000,59.51058537
Bhutan,BTN,2014,65,10000,69.4712439
Bolivia,BOL,2014,64,-61794,68.344
Bosnia and Herzegovina,BIH,2014,75,-2506,76.4332439
Botswana,BWA,2014,55,20000,64.4292439
Brazil,BRA,2014,72,15924,74.40187805
Brunei Darussalam,BRN,2014,76,2102,78.80958537
Bulgaria,BGR,2014,73,-50000,75.40731707
Burkina Faso,BFA,2014,54,-125000,58.58846341
Burundi,BDI,2014,53,40000,56.69202439
Cabo Verde,CPV,2014,72,-11052,73.147
Cambodia,KHM,2014,63,-149999,68.21229268
Cameroon,CMR,2014,52,-60000,55.4927561
Canada,CAN,2014,80,1175863,81.95660976
Caribbean small states,CSS,2014,71,-124122,72.84469981
Central African Republic,CAF,2014,45,10000,50.65778049
Central Europe and the Baltics,CEB,2014,74,-770310,76.5634161
Chad,TCD,2014,48,100000,51.55580488
Channel Islands,CHI,2014,79,3654,80.6064878
Chile,CHL,2014,79,201289,81.49619512
China,CHN,2014,74,-1800000,75.78226829
Colombia,COL,2014,72,-144998,73.99314634
Comoros,COM,2014,60,-10000,63.25685366
Congo  Dem. Rep.,COD,2014,54,-95920,58.65919512
Congo  Rep.,COG,2014,54,-60000,62.31114634
Costa Rica,CRI,2014,78,19658,79.40270732
Cote d'Ivoire,CIV,2014,48,50000,51.55958537
Croatia,HRV,2014,75,-20000,77.32926829
Cuba,CUB,2014,78,-79999,79.39082927
Curacao,CUW,2014,0,5710,77.82439024
Cyprus,CYP,2014,79,35000,80.13156098
Czech Republic,CZE,2014,76,29999,78.27560976
Denmark,DNK,2014,78,96839,80.54878049
Djibouti,DJI,2014,58,-15996,62.0155122
Dominican Republic,DOM,2014,72,-153010,73.50002439
East Asia & Pacific (all income levels),EAS,2014,73,-1457489,74.92852462
East Asia & Pacific (developing only),EAP,2014,72,-3728059,73.98572304
Ecuador,ECU,2014,74,-38001,75.8724878
Egypt  Arab Rep.,EGY,2014,69,-215681,71.12170732
El Salvador,SLV,2014,70,-240415,72.75456098
Equatorial Guinea,GNQ,2014,54,20000,57.64704878
Eritrea,ERI,2014,59,-160001,63.66302439
Estonia,EST,2014,73,-11850,77.23902439
Ethiopia,ETH,2014,56,-60001,64.03502439
Euro area,EMU,2014,79,1575613,81.64810336
Europe & Central Asia (all income levels),ECS,2014,74,5547385,76.89311163
Europe & Central Asia (developing only),ECA,2014,70,1003278,72.70910788
European Union,EUU,2014,78,2324066,80.67287468
Fiji,FJI,2014,68,-28720,70.08912195
Finland,FIN,2014,79,107409,81.12926829
Fragile and conflict affected situations,FCS,2014,59,-4055505,61.85480033
France,FRA,2014,80,331555,82.37317073
French Polynesia,PYF,2014,74,-500,76.54168293
Gabon,GAB,2014,59,5000,64.38339024
Gambia  The,GMB,2014,58,-13476,60.22843902
Georgia,GEO,2014,73,-296323,74.66863415
Germany,DEU,2014,79,1249998,80.84390244
Ghana,GHA,2014,59,-49999,61.31163415
Greece,GRC,2014,79,-136299,81.28536585
Grenada,GRD,2014,71,-4274,73.36631707
Guam,GUM,2014,77,0,79.12602439
Guatemala,GTM,2014,70,-120001,71.72241463
Guinea,GIN,2014,53,-10000,58.73343902
Guinea-Bissau,GNB,2014,52,-10000,55.16004878
Guyana,GUY,2014,66,-27278,66.40641463
Haiti,HTI,2014,59,-150000,62.74743902
Heavily indebted poor countries (HIPC),HPC,2014,55,-2672487,60.78548361
High income,HIC,2014,77,16458326,79.24046212
High income: nonOECD,NOC,2014,70,4722878,73.88269727
High income: OECD,OEC,2014,79,11735448,80.8846106
Honduras,HND,2014,71,-80000,73.13570732
